编号,rain,pore,micro,deep,surface
8186,0.2,53.51,0.0,22.45,67.221
8187,0.0,84.93,2.0,37.483,102.829
8188,0.3,53.75,1.0,20.272,69.996
8189,0.0,87.53,0.0,37.803,99.14760113399723
8190,4.5,83.69,2.0,36.949,111.243
8191,1.0,87.89,2.0,34.672,99.14777704753547
8192,0.0,80.92,0.0,34.19,95.109
8193,0.0,99.2,0.0,43.501,113.553
8194,0.35,75.26,0.0,31.151,91.066
8195,5.6,77.89,1.0,36.504,99.14811916925123
8196,1.1,79.68535989251983,1.0,34.195,99.854
8197,0.2,82.69,0.0,32.336,95.917
8198,0.4,89.54,3.0,37.966,112.213
8199,2.3,95.58,2.0,41.026,114.997
8200,0.0,66.48,3.0,28.461,83.267
8201,8.3,86.58,2.0,41.539,122.868
8202,0.0,78.96,1.0,31.609,93.506
8203,10.0,87.22,0.0,42.766,119.077
8204,0.2,80.47,0.0,33.648,92.395
8205,0.2,77.16,0.0,31.711,90.556
8206,0.1,81.12,2.0,33.315,98.431
8207,0.0,80.79,1.0,34.819,99.51
8208,0.2,79.82,2.0,43.822,151.5
8209,0.2,98.27,1.0,43.158,116.56
8210,0.0,75.32,2.0,33.394,94.371
8211,0.1,81.32,0.0,32.687,95.671
8212,0.0,95.84,2.0,40.661,99.14937239099703
8213,0.0,82.15,1.0,35.307,100.226
8214,0.2,80.85,3.0,32.959,99.14948731158265
8215,0.6,92.52,1.0,38.717,104.596
8216,0.05,75.27,0.0,36.68,100.552
8217,0.1,62.71,1.0,21.072,71.799
8218,0.0,79.68768468986133,1.0,30.798,95.389
8219,13.2,84.95,1.0,38.095,99.14978335984618
8220,0.0,67.71,0.0,29.795,82.457
8221,0.0,67.72,3.0,28.911,85.035
8222,6.0,72.18,1.0,30.168,95.892
8223,0.0,93.08,1.0,39.87,110.546
8224,0.0,80.67,1.0,33.531,97.318
8225,0.1,78.23,0.0,30.339,89.16
8226,0.6,88.4,4.0,35.3,110.339
8227,0.0,61.93,0.0,30.921,80.305
8228,0.4,51.25,2.0,19.768,99.15043076515563
8229,0.0,89.53,1.0,35.001,104.577
8230,0.0,88.61,1.0,36.192,103.305
8231,1.0,93.81,1.0,38.627,110.247
8232,0.0,91.62,1.0,39.281,108.952
8233,0.2,61.59,2.0,26.827,82.35
8234,0.0,51.89,1.0,19.585,64.209
8235,0.0,64.22,1.0,30.984,99.15095146770275
8236,0.0,91.59,1.0,40.353,107.303
8237,0.0,61.62,0.0,28.932,77.984
8238,1.1,90.0,2.0,34.646,108.066
8239,1.0,79.68993795143285,1.0,40.954,104.055
8240,1.7,78.67,2.0,32.29,97.91
8241,0.0,75.34,2.0,32.53,90.219
8242,0.0,84.13,0.0,33.49873557530226,94.64
8243,1.0,73.84,0.0,30.26,87.99
8244,0.0,110.98,3.0,44.142,99.15171625668047
8245,0.3,79.6906010808528,2.0,38.909,111.267
8246,2.2,63.36,1.0,24.98,84.239
8247,0.6,54.62,0.0,25.0,71.025
8248,1.1,59.33,4.0,26.605,86.587
8249,0.5,60.24,1.0,24.9,77.532
8250,0.0,86.17,2.0,34.13,101.907
8251,5.5,79.65,1.0,33.387,103.307
8252,0.4,76.75,3.0,31.748,96.249
8253,0.2,97.01,2.0,47.166,99.15171625668047
8254,0.9500000000000001,57.78,2.0,22.263,84.372
8255,0.0,97.74,0.0,38.454,108.948
8256,0.0,76.07,2.0,31.983,94.455
8257,0.8,99.57,0.0,40.728,113.648
8258,6.1,85.01,0.0,38.486,109.263
8259,8.2,78.61,4.0,34.366,119.016
8260,5.0,95.6,1.0,38.92,117.854
8261,4.4,67.54,2.0,34.799,101.522
8262,0.4,78.92,0.0,31.444,93.577
8263,11.8,97.41,1.0,42.326,136.319
8264,0.0,83.18,1.0,36.396,105.443
8265,0.0,97.43,1.0,42.407,109.772
8266,0.0,65.57,0.0,27.365,79.35
8267,0.4,91.56,1.0,40.177,108.211
8268,0.2,82.56,1.0,36.103,102.008
8269,0.3,84.61,6.0,35.869,106.274
8270,0.1,97.8,1.0,36.974,111.785
8271,2.7,73.21,3.0,30.203,100.68
8272,7.8,78.11,0.0,32.371,101.239
8273,4.1,79.69374144334012,2.0,22.831,83.217
8274,20.6,94.51,2.0,42.357,147.707
8275,0.0,77.21,3.0,32.293,97.341
8276,0.0,59.21,1.0,22.386,75.979
8277,0.6,86.0,0.0,33.667,99.15429820696714
8278,0.0,79.82,1.0,28.13,91.007
8279,4.9,69.29,1.0,31.309,96.565
8280,0.0,87.57,1.0,36.715,97.899
8281,0.0,78.19,0.0,28.897,86.106
8282,6.0,64.78,0.0,27.886,91.426
8283,1.6,94.82,0.0,33.496301505305404,108.29
8284,0.8500000000000001,87.96,2.0,34.941,104.825
8285,0.1,75.82,2.0,31.376,92.992
8286,0.0,76.49,4.0,37.396,104.135
8287,0.0,62.78,1.0,25.287,99.15488464440438
8288,3.6,88.9,2.0,40.015,117.864
8289,20.3,77.4,2.0,37.378,129.619
8290,2.2,88.98,2.0,37.839,108.333
8291,0.4,104.12,1.0,46.361,117.945
8292,6.9,94.26,0.0,43.424,120.888
8293,0.2,80.08,0.0,34.499,93.657
8294,0.8500000000000001,81.05,1.0,34.817,99.15518198196611
8295,1.3,86.96,3.0,36.565,105.127
8296,0.0,85.89,1.0,37.899,105.106
8297,0.2,58.24,1.0,24.581,77.508
8298,0.0,97.45,2.0,33.2646716348968,115.402
8299,0.0,73.7,1.0,30.157,88.844
8300,13.3,79.69667903228844,0.0,39.487,123.419
8301,0.6,70.84,1.0,26.57,86.128
8302,0.2,65.42,1.0,26.526,79.798
8303,0.2,71.9,1.0,33.357,90.433
8304,0.0,77.7,1.0,29.766,92.546
8305,0.0,67.46,1.0,27.756,83.283
8306,0.4,94.65,2.0,41.111,113.787
8307,0.0,53.87,0.0,21.375,67.781
8308,0.3,96.89,0.0,39.688,109.596
8309,1.7,69.35,0.0,29.309,86.788
8310,6.4,82.25,1.0,38.053,106.589
8311,0.3,79.09,1.0,32.187,95.219
8312,0.2,74.38,0.0,30.361,86.929
8313,0.0,80.9,2.0,29.426,96.422
8314,0.3,65.36,2.0,28.321,89.059
8315,1.1,63.65,3.0,24.558,99.15602299164357
8316,0.0,73.47,2.0,28.508,91.245
8317,0.2,88.13,1.0,36.51,104.26
8318,0.2,68.51,1.0,28.853,85.433
8319,0.0,81.58,0.0,34.105,96.025
8320,0.8,81.2,3.0,36.529,106.084
8321,0.0,54.65,1.0,26.232,76.856
8322,1.4,86.54,2.0,35.476,106.634
8323,0.0,86.31,1.0,33.512,99.049
8324,10.3,92.52,1.0,41.808,128.213
8325,13.0,113.97,1.0,49.449,151.229
8326,0.3,73.24,2.0,29.425,91.8
8327,0.05,97.84,0.0,40.265,111.617
8328,0.0,79.69981957947385,2.0,35.347,101.715
8329,0.0,88.6,2.0,34.284,105.16
8330,0.0,92.6,0.0,38.594,104.249
8331,0.6,87.09,1.0,37.227,103.176
8332,0.0,70.58,1.0,26.541,85.073
8333,0.1,84.36,1.0,31.044,99.15693032523902
8334,0.0,57.4,2.0,24.208,77.262
8335,0.0,93.01,0.0,37.218,104.535
8336,0.0,60.95,0.0,26.937,78.475
8337,0.0,79.38,1.0,32.532,99.15710366216564
8338,0.0,104.8,3.0,39.041,124.459
8339,0.3,78.34,0.0,29.341,88.77
8340,0.0,87.52,2.0,39.245,107.834
8341,0.1,61.38,0.0,25.279,76.678
8342,7.0,71.2,2.0,32.452,104.198
8343,5.9,66.86,0.0,32.199,99.15737502469567
8344,0.0,100.09,2.0,40.498,118.448
8345,0.0,47.65,2.0,21.441,71.383
8346,0.0,72.47,2.0,27.169,89.881
8347,0.0,74.26,2.0,28.559,88.466
8348,0.0,77.66,0.0,30.897,87.876
8349,0.6,66.2,3.0,31.231,91.966
8350,10.1,66.64,1.0,28.022,102.451
8351,0.0,79.70239196457092,1.0,31.649,93.64
8352,0.0,49.35,1.0,22.545,71.529
8353,0.0,88.34,1.0,40.209,100.834
8354,0.0,80.97,1.0,32.092,97.608
8355,0.0,66.57,0.0,29.113,80.866
8356,0.0,90.74,2.0,39.689,107.45
8357,0.0,70.14,1.0,28.935,87.836
8358,1.3,80.88,2.0,33.047,95.002
8359,0.6,79.29,3.0,32.09,94.062
8360,0.3,79.01,2.0,32.38979383571717,99.15844711907017
8361,0.3,87.01,3.0,36.961,106.732
8362,11.0,91.56,1.0,38.591,126.189
8363,0.1,59.22,0.0,23.128,73.605
8364,0.7,72.8,3.0,31.59,93.046
8365,0.0,73.11,1.0,25.755,84.111
8366,0.0,101.64,4.0,46.136,125.341
8367,0.0,63.25,2.0,24.717,79.837
8368,10.3,82.86,0.0,40.468,116.409
8369,0.3,79.19,0.0,31.042,91.302
8370,0.0,78.71,1.0,32.851,93.174
8371,0.5,78.18,1.0,34.112,94.647
8372,0.0,91.27,1.0,36.553,106.116
8373,0.0,65.6,0.0,31.082,85.233
8374,4.9,86.01,1.0,32.38408771293571,112.968
8375,0.1,88.26,0.0,37.885,104.137
8376,0.0,67.6,1.0,32.34361979851471,85.09
8377,0.0,54.99,3.0,24.682,75.809
8378,0.0,79.70564112316117,0.0,32.307799986446916,78.976
8379,0.05,55.3,1.0,22.327,73.176
8380,0.6,56.31,1.0,22.725,75.077
8381,0.6,75.51,4.0,31.181,99.016
8382,0.4,51.71,1.0,22.904,71.449
8383,0.0,63.5,4.0,29.284,86.759
8384,0.0,81.33,0.0,30.776,88.419
8385,0.1,67.76,1.0,27.941,85.693
8386,0.5,95.87,1.0,32.644850210443444,99.16075771969831
8387,0.6,97.73,2.0,41.192,114.266
8388,0.2,82.98,2.0,35.692,104.0
8389,0.3,79.70705955921908,0.0,28.761,84.583
8390,12.8,76.56,1.0,37.551,113.949
8391,0.5,74.68,1.0,31.758,91.149
8392,3.7,105.31,0.0,44.552,121.85
8393,0.0,78.52,0.0,32.366,93.008
8394,0.1,79.03,0.0,33.117,94.583
8395,0.0,96.15,1.0,37.848,112.442
8396,0.0,79.7079602363785,1.0,29.898,84.415
8397,0.0,82.05,3.0,36.07,99.16209649564267
8398,0.2,76.26,4.0,31.487,99.947
8399,0.3,89.57,1.0,36.64,106.716
8400,0.0,76.06,1.0,28.591,90.344
8401,0.0,79.59,1.0,32.443,95.261
8402,0.8,75.81,1.0,30.724,89.224
8403,0.3,91.86,1.0,37.042,106.885
8404,0.0,76.0,0.0,30.833,91.423
8405,0.0,79.52,0.0,37.279,96.301
8406,0.0,84.05,3.0,33.305,105.07
8407,8.7,97.06,1.0,41.877,122.061
8408,0.3,101.37,0.0,43.375,114.549
8409,0.0,74.33,2.0,33.36704085762606,89.412
8410,0.0,78.95,0.0,31.503,91.08
8411,0.0,79.70985039032463,1.0,36.509,102.811
8412,3.8,72.85,1.0,33.53,98.404
8413,8.8,66.47,0.0,30.53,96.878
8414,12.6,66.08,0.0,31.458,103.219
8415,0.0,66.67,1.0,33.2635571472901,82.355
8416,0.5,63.79,5.0,26.751,90.849
8417,0.5,77.85,3.0,33.957,102.159
8418,0.0,77.2,2.0,30.457,94.13
8419,0.9,81.71,0.0,31.155,93.634
8420,0.0,89.44,1.0,36.718,104.397
8421,0.0,80.66,1.0,33.772,95.477
8422,0.0,73.71,0.0,31.64,89.303
8423,0.2,90.74,3.0,40.318,110.064
8424,0.0,80.98,1.0,32.361,93.759
8425,0.0,84.79,1.0,32.963,97.766
8426,0.0,97.38,2.0,41.356,112.991
8427,1.0,73.72,0.0,33.24242878160607,85.798
8428,0.3,53.01,1.0,25.081,71.784
8429,0.0,89.3,0.0,38.029,102.812
8430,0.2,87.5,0.0,35.528,100.829
8431,4.6,92.95,1.0,33.17451051637502,112.402
8432,0.0,77.46,2.0,32.299,92.467
8433,0.0,75.87,1.0,29.244,88.833
8434,5.0,92.75,1.0,40.282,116.466
8435,0.0,62.16,0.0,25.614,76.651
8436,0.0,73.71,1.0,28.877,88.564
8437,0.0,63.73,1.0,29.04,83.318
8438,7.3,91.87,0.0,39.185,116.69
8439,16.2,63.27,1.0,30.949,109.475
8440,1.3,73.7,2.0,31.827,96.576
8441,0.0,81.75,2.0,32.954,97.37
8442,0.0,55.75,1.0,22.928,75.253
8443,0.0,84.41,1.0,32.915,96.238
8444,0.0,90.65,1.0,33.201,99.358
8445,0.0,89.3,3.0,42.334,112.361
8446,0.0,76.03,1.0,28.141,92.585
8447,0.0,88.33,1.0,37.313,104.647
8448,0.0,88.82,3.0,40.288,113.396
8449,0.0,66.59,2.0,23.795,83.209
8450,0.0,66.13,1.0,26.129,81.129
8451,0.3,84.48,1.0,33.395,97.708
8452,0.4,83.53,1.0,36.788,99.905
8453,0.0,82.04,2.0,35.574,102.697
8454,0.0,86.03,1.0,34.894,101.761
8455,0.0,89.96,1.0,39.722,105.281
8456,0.0,93.2,1.0,37.568,110.038
8457,0.4,79.7157742818457,3.0,21.159,79.716
8458,0.6,79.71590272901678,0.0,31.901,97.851
8459,0.0,83.91,1.0,31.04,99.17025022092312
8460,0.0,80.37,2.0,35.958,101.547
8461,0.1,79.71628753613658,2.0,46.009,124.943
8462,0.0,79.71641572047021,2.0,29.321,94.688
8463,0.1,89.51,3.0,35.889,108.206
8464,0.4,76.03,1.0,31.639,94.547
8465,3.7,63.87,1.0,27.777,87.06
8466,0.0,94.84,0.0,40.876,108.431
8467,0.0,59.86,1.0,22.996,76.056
8468,0.3,79.82,0.0,30.902,88.951
8469,0.0,87.98,1.0,35.547,101.495
8470,0.0,68.06,2.0,30.731,90.403
8471,1.7,82.38,1.0,33.753,98.348
8472,0.0,85.73,2.0,37.182,104.894
8473,0.0,81.1,1.0,33.743,97.184
8474,1.2,77.48,1.0,32.488,93.9
8475,0.0,81.36,1.0,36.437,99.269
8476,0.4,77.02,3.0,32.904,98.553
8477,0.0,79.19,3.0,31.837,99.17288666494285
8478,0.0,86.18,6.0,34.456,110.303
8479,0.30000000000000004,61.03,0.0,23.479,72.945
8480,5.4,80.48,0.0,31.051,100.41
8481,0.4,113.14,1.0,47.649,124.923
8482,0.5,102.26,2.0,42.532,121.013
8483,0.2,66.02,2.0,24.685,81.319
8484,0.0,89.02,0.0,36.354,100.046
8485,0.4,77.03,1.0,33.277,93.901
8486,0.0,77.23,0.0,30.209,89.431
8487,0.0,61.44,2.0,25.307,78.345
8488,0.4,67.05,2.0,28.17,81.371
8489,2.9,82.31,3.0,33.647,100.984
8490,0.2,66.47,1.0,30.185,82.239
8491,10.2,85.36,0.0,37.669,117.79
8492,0.0,75.97,1.0,33.665,95.059
8493,6.3,79.72041044668163,1.0,35.559,106.38
8494,0.4,78.73,0.0,33.85,95.291
8495,0.0,82.63,0.0,35.494,98.021
8496,0.7,111.11,0.0,47.739,123.841
8497,0.8,81.62,1.0,33.052,97.547
8498,1.1,79.78,1.0,31.974,99.17616157648472
8499,0.0,70.7,0.0,30.031,99.17631742863
8500,0.3,58.54,3.0,24.954,79.31
8501,0.3,73.16,1.0,28.641,84.515
8502,0.0,72.55,2.0,30.517,84.782
8503,0.0,77.8,3.0,31.216,96.068
8504,0.9,76.74,4.0,34.392,97.308
8505,1.3,83.32,1.0,34.83,96.295
8506,0.0,80.93,1.0,36.485,99.902
8507,0.6,79.9,1.0,33.465,97.498
8508,0.2,84.14,0.0,32.299,93.784
8509,0.1,94.47,1.0,38.486,110.202
8510,0.5,68.59,1.0,27.862,86.445
8511,0.0,95.12,2.0,39.454,113.876
8512,6.0,97.52,1.0,46.427,125.926
8513,0.0,86.93,3.0,36.035,106.872
8514,0.0,79.38,1.0,33.099,93.33
8515,0.0,69.09,2.0,32.952,90.329
8516,5.0,62.87,1.0,24.238,83.637
8517,0.05,105.5,0.0,43.698,118.441
8518,0.0,75.17,1.0,34.266044252403645,93.813
8519,0.0,84.19,3.0,39.456,110.865
8520,0.3,83.86,0.0,34.457,95.94
8521,3.0,88.92,1.0,39.858,107.479
8522,0.1,59.14,0.0,22.869,70.883
8523,5.9,76.25,2.0,31.59,104.828
8524,0.0,102.33,1.0,37.872,109.416
8525,5.9,99.52,1.0,45.99,127.355
8526,0.0,86.21,2.0,35.682,104.065
8527,0.0,90.72,1.0,38.911,108.059
8528,0.1,69.97,3.0,28.108,93.992
8529,0.0,79.72505384374895,0.0,32.016,94.156
8530,1.2,79.24,0.0,32.816,99.1814249737865
8531,0.0,79.7253044290107,0.0,31.782,88.958
8532,0.3,83.49,0.0,35.572,99.267
8533,21.4,66.66,2.0,34.116,122.315
8534,0.8,86.68,0.0,35.9,98.658
8535,13.9,84.42,1.0,40.814,122.958
8536,0.3,69.43,4.0,28.75,86.805
8537,0.0,56.14,5.0,24.635,99.18248761245846
8538,0.0,55.12,2.0,22.547,75.384
8539,0.1,75.45,1.0,33.788,95.65
8540,0.0,70.23,3.0,28.145,93.187
8541,0.0,82.97,0.0,34.028,95.301
8542,0.0,81.2,0.0,36.622,98.237
8543,0.0,91.45,2.0,40.843,108.965
8544,0.0,93.34,1.0,35.469,99.18357554941315
8545,0.0,86.26,0.0,30.721,93.996
8546,0.2,63.33,1.0,23.486,80.701
8547,0.0,85.82,5.0,33.198,110.566
8548,0.1,102.6,2.0,38.727,116.732
8549,0.0,88.5,3.0,38.257,107.268
8550,0.0,96.1,2.0,39.163,110.213
8551,1.9,78.51,0.0,32.064,95.549
8552,0.0,80.31,0.0,34.807307223213606,93.66
8553,0.1,87.1,0.0,34.668,99.832
8554,4.2,72.54,1.0,32.36,97.311
8555,0.0,89.41,0.0,36.327,99.087
8556,0.0,78.24,1.0,33.746,94.513
8557,0.1,95.5,3.0,41.584,120.513
8558,20.1,79.7287401774617,0.0,48.08,149.12
8559,0.0,103.8,0.0,43.262,114.972
8560,0.2,87.51,1.0,32.581,99.467
8561,0.0,69.28,0.0,29.25,83.677
8562,0.4,107.64,1.0,41.289,118.085
8563,0.0,72.97,0.0,31.374,87.049
8564,5.7,82.0,1.0,38.333,112.647
8565,10.8,86.22,2.0,41.978,121.982
8566,0.8,74.51,0.0,30.892,99.18674108120993
8567,0.0,58.28,1.0,27.953,78.246
8568,0.9,78.34,1.0,29.57,90.43
8569,0.0,90.1,1.0,37.924,104.123
8570,0.1,82.77,2.0,36.331,97.975
8571,0.0,77.2,3.0,31.441,94.811
8572,0.3,66.94,1.0,31.941,82.359
8573,0.0,99.26,2.0,38.024,112.023
8574,6.1,68.12,2.0,35.306,98.284
8575,11.0,96.66,1.0,39.538,126.209
8576,0.0,82.66,1.0,39.556,103.256
8577,9.4,79.73104475159353,0.0,32.149,101.434
8578,0.1,118.37,0.0,48.6,99.18824828287167
8579,0.0,81.49,1.0,36.733,100.562
8580,0.0,84.07,0.0,35.08276150431872,96.847
8581,0.0,99.72,2.0,44.6,118.555
8582,0.1,73.67,0.0,29.002,93.081
8583,0.1,96.31,1.0,39.979,112.645
8584,0.3,61.86,0.0,29.798,78.4
8585,8.8,94.44,0.0,41.13,120.034
8586,0.0,79.73209279352622,2.0,40.324,111.08
8587,0.3,83.98,0.0,37.82,98.199
8588,0.4,93.62,0.0,40.001,105.455
8589,0.2,94.44,2.0,43.293,116.122
8590,0.0,71.12,0.0,29.045,85.403
8591,0.4,88.0,0.0,36.411,102.878
8592,3.83326302434916,53.9856265283604,5.0,13.654759579787,65.6655262707298
8593,0.0,95.27,1.0,36.963,108.737
8594,0.0,82.56,2.0,34.215414375385286,102.233
8595,0.0,86.02,3.0,34.16081271080921,104.849
8596,0.1,78.37,0.0,30.395,90.416
8597,0.0,60.49,2.0,24.05,76.041
8598,0.3,68.15,2.0,31.262,90.526
8599,0.7,84.43,2.0,35.593,101.55
8600,0.0,79.34,2.0,33.816,99.047
8601,0.0,74.13,4.0,31.687,98.504
8602,0.0,72.45,0.0,31.313,88.109
8603,0.0,83.23,1.0,33.084,97.18
8604,0.5,60.37,2.0,24.132,79.515
8605,0.8,79.19,1.0,36.315,99.1913583892852
8606,0.0,85.92,1.0,33.95757355348512,99.691
8607,0.0,79.58,2.0,33.96507785294306,99.19161938774303
8608,0.0,71.86,0.0,30.85,86.827
8609,4.5,81.56,1.0,36.758,108.107
8610,0.0,74.1,1.0,35.16,93.356
8611,0.0,62.74,1.0,26.517,80.003
8612,0.0,90.3,1.0,35.279,100.455
8613,0.0,98.33,2.0,38.759,111.883
8614,0.0,69.58,1.0,31.727,89.7
8615,0.5,86.54,0.0,38.906,100.963
8616,0.0,78.37,3.0,32.597,103.817
8617,16.0,79.73567290577901,1.0,49.886,154.181
8618,5.8,71.57,2.0,31.796,102.586
8619,0.1,89.22,2.0,38.96,110.28
8620,0.0,91.17,0.0,38.12,101.599
8621,0.0,74.78,2.0,32.207,95.217
8622,0.1,81.53,1.0,32.429,93.551
8623,0.5,71.69,1.0,26.612,86.556
8624,5.0,51.93,1.0,22.107,76.338
8625,10.3,63.37,0.0,33.85953813506345,95.659
8626,0.0,93.74,1.0,39.946,111.307
8627,0.3,72.84,1.0,31.745,89.865
8628,0.3,70.52,1.0,30.433,89.446
8629,0.1,105.88,0.0,45.141,120.142
8630,0.5,88.08,0.0,35.774,100.531
8631,0.0,55.11,4.0,23.332,83.631
8632,0.2,80.42,0.0,31.549,93.592
8633,7.4,87.51,0.0,40.38,115.454
8634,9.9,82.04,1.0,38.445,113.241
8635,0.0,73.85,1.0,33.892,93.924
8636,10.9,70.68,0.0,32.157,103.935
8637,0.5,67.89,1.0,28.393,86.078
8638,0.0,91.29,1.0,37.313,106.579
8639,0.9,74.26,1.0,32.726,91.269
8640,0.5,98.21,1.0,40.689,112.396
8641,0.5,80.11,2.0,33.47,97.889
8642,0.4,76.12,2.0,28.013,93.462
8643,0.8,88.44,3.0,38.102,110.907
8644,0.5,68.09,1.0,26.236,83.915
8645,0.5,71.28,2.0,29.993,91.301
8646,0.1,85.74,1.0,33.61898706544979,98.263
8647,9.5,82.98,0.0,35.893,112.228
8648,1.4,93.2,2.0,41.983,111.856
8649,4.6,80.8,4.0,33.175,108.009
8650,0.0,64.98,1.0,27.206,80.69
8651,1.0,82.03,0.0,30.41,91.225
8652,0.35,81.23,5.0,31.967,97.061
8653,0.5,90.67,2.0,36.962,105.917
8654,0.2,92.49,3.0,38.406,111.029
8655,0.0,74.33,0.0,33.089,91.546
8656,0.0,52.7,2.0,25.872,74.01
8657,0.7,67.14,2.0,31.873,86.585
8658,0.1,79.44,2.0,33.069,99.898
8659,0.0,94.62,2.0,36.202,108.534
8660,0.0,68.89,1.0,29.157,86.071
8661,0.6,75.61,0.0,33.714,91.321
8662,0.0,101.28,0.0,40.682,111.684
8663,0.0,89.21,2.0,34.691,108.68
8664,8.5,97.81,1.0,40.235,122.583
8665,0.0,59.48,3.0,22.881,83.447
8666,0.0,81.29,1.0,33.231,100.44
8667,0.1,86.78,3.0,35.155,105.607
8668,0.0,58.0,1.0,21.197,73.993
8669,0.0,62.97,1.0,26.253,80.456
8670,0.30000000000000004,82.55,1.0,34.668,97.045
8671,7.9,80.77,1.0,33.607,105.355
8672,0.4,86.37,0.0,39.389,101.51
8673,0.6,79.41,0.0,30.991,90.429
8674,0.2,83.5,0.0,33.774,99.20016420869747
8675,5.8,68.87,0.0,32.169,93.288
8676,2.5,91.3,2.0,38.385,110.398
8677,0.0,67.64,3.0,22.85,85.798
8678,10.0,110.54,1.0,48.598,138.903
8679,0.0,102.19,1.0,39.759,115.079
8680,0.5,62.76,1.0,25.01,79.747
8681,0.0,51.71,3.0,21.75,72.028
8682,0.7,68.77,1.0,29.423,86.343
8683,14.3,94.25,2.0,43.69,134.653
8684,0.0,91.44,0.0,34.068705100229316,104.006
8685,10.6,102.61,1.0,46.541,135.925
8686,14.7,87.78,1.0,39.152,124.6
8687,6.8,92.62,0.0,39.539,115.172
8688,0.2,78.25,1.0,33.3,95.411
8689,5.6,67.88,1.0,31.198,91.787
8690,0.0,79.74444295775102,2.0,33.334,102.894
8691,0.0,63.1,2.0,26.437,83.841
8692,0.0,75.17,0.0,30.828,99.20244291192287
8693,0.0,85.17,4.0,35.452,111.345
8694,0.0,73.75,2.0,34.15587466243115,93.451
8695,17.8,86.85,1.0,43.434,134.74
8696,0.0,76.36,0.0,29.883,88.057
8697,14.8,79.74528087290648,0.0,43.689,136.056
8698,0.5,86.11,1.0,34.339,102.866
8699,0.2,84.95,1.0,34.62,99.20317792899534
8700,0.0,82.83,0.0,33.395,94.768
8701,0.7,98.48,3.0,36.953,118.323
8702,0.2,78.06,1.0,32.976,93.09
8703,0.2,79.74599326547843,1.0,31.362,89.054
8704,0.0,115.31,0.0,47.727,128.85
8705,0.0,75.71,0.0,32.395,90.598
8706,0.4,79.93,0.0,36.587,95.894
8707,0.0,74.6,3.0,28.126,92.133
8708,0.0,90.19,1.0,38.572,103.562
8709,0.1,79.74668605188621,2.0,33.779,99.204083677535
8710,0.2,75.39,0.0,32.374,89.878
8711,0.8,74.16,3.0,31.574,94.673
8712,0.4,83.84,0.0,38.19,102.808
8713,0.1,78.88,2.0,32.974,100.991
8714,1.3,78.69,0.0,33.787,92.176
8715,0.0,74.98,1.0,32.713,93.431
8716,0.0,69.03,1.0,27.903,84.94
8717,12.4,73.59,1.0,34.341,99.2048343223054
8718,0.1,81.62,0.0,34.473,95.249
8719,0.0,62.21,3.0,25.429,99.20503564759716
8720,0.0,79.74796276909647,1.0,27.283,88.065
8721,0.0,73.26,2.0,29.019,93.97
8722,0.0,72.77,1.0,31.547,90.124
8723,0.0,63.37,1.0,25.123,81.313
8724,11.2,85.54,1.0,35.27,116.253
8725,0.2,72.76,1.0,31.752,99.20567918989659
8726,0.6,75.06,1.0,31.658,90.481
8727,0.2,75.87,0.0,30.096,87.751
8728,5.6,85.27,1.0,36.522,105.807
8729,0.0,83.18,0.0,33.323,97.4
8730,0.4,89.26,2.0,37.26,102.849
8731,4.3,78.91,1.0,30.852,99.458
8732,0.2,73.61,1.0,30.382,90.023
8733,0.6,87.23,2.0,39.414,99.20658084616146
8734,0.7,84.52,2.0,37.061,104.171
8735,0.0,69.11,2.0,31.876,89.787
8736,0.4,100.96,1.0,38.924,111.854
8737,15.7,78.94,2.0,36.528,126.329
8738,0.0,65.89,3.0,26.954,85.529
8739,0.1,73.02,0.0,34.28278511907186,85.259
8740,0.6,87.71,0.0,37.881,100.554
8741,0.4,103.63,2.0,45.334,121.655
8742,0.0,84.46,0.0,35.626,96.457
8743,0.6,78.93,1.0,27.953,89.726
8744,0.0,78.32,0.0,32.244,91.806
8745,0.4,89.63,0.0,37.08,102.35
8746,7.4,72.56,2.0,32.114,99.365
8747,0.7,89.68,2.0,40.756,112.743
8748,0.0,86.5,2.0,36.726,102.625
8749,6.2,78.58,0.0,37.571,103.587
8750,0.3,75.03,0.0,33.412,90.311
8751,12.6,80.36,2.0,35.723,122.385
8752,0.0,90.47,1.0,36.396,106.147
8753,0.4,75.82,2.0,28.491,91.803
8754,0.0,102.62,2.0,38.128,114.469
8755,1.8,80.11,1.0,38.695,102.066
8756,0.0,64.46,2.0,29.847,87.807
8757,0.0,78.32,1.0,34.088,94.329
8758,0.0,78.46,4.0,37.368,105.118
8759,2.4,85.46,3.0,37.862,112.456
8760,0.9,82.35,1.0,35.99,101.284
8761,0.2,82.14,2.0,37.346,102.021
8762,0.2,85.22,0.0,37.303,100.828
8763,0.3,77.55,1.0,31.955,90.129
8764,0.2,76.34,0.0,34.6,93.758
8765,0.1,82.62,3.0,33.168,102.986
8766,0.2,78.54,2.0,32.992,95.791
8767,0.4,78.22,1.0,35.156,99.236
8768,0.0,73.0,0.0,29.661,86.597
8769,0.0,71.61,1.0,27.33,85.878
8770,0.0,91.24,5.0,39.884,115.375
8771,0.0,104.12,1.0,44.939,99.21048947412766
8772,0.3,69.79,1.0,31.324,89.971
8773,0.6,96.69,0.0,40.664,110.029
8774,0.25,76.81,2.0,33.087,97.8
8775,8.0,75.74,1.0,30.371,102.42
